profile,Meta,Isolate,log_odds,p,padj,Name,full
K21837,3770,2171,-2.130795948038457,0,0,zerumbone synthase [EC:1.1.1.326],zerumbone synthase [EC:1.1.1.326] - K21837
PF00665,2861,1748,-2.1313555316370807,0,0,Integrase core domain,Integrase core domain - PF00665
K26580,726,517,-2.1314292162243884,5.713474939422354e-229,1.656808482723054e-228,"MFS transporter, ACS family, inner membrane transport protein","MFS transporter, ACS family, inner membrane transport protein - K26580"
K21084,91,68,-2.1321121762261193,5.491501178393067e-32,6.027051917903239e-32,diguanylate cyclase [EC:2.7.7.65],diguanylate cyclase [EC:2.7.7.65] - K21084
K15740,168,125,-2.1324605645180017,2.3492016987088924e-57,3.068545150530551e-57,tetrahydromethanopterin:alpha-L-glutamate ligase [EC:6.3.2.33],tetrahydromethanopterin:alpha-L-glutamate ligase [EC:6.3.2.33] - K15740
PF06210,103,77,-2.1331026365008867,5.058945106051438e-36,6.86845673954266e-36,Protein of unknown function (DUF1003),Protein of unknown function (DUF1003) - PF06210
PF13005,768,546,-2.133109552958409,9.274747593786482e-242,5.4962343521341826e-241,zinc-finger binding domain of transposase IS66,zinc-finger binding domain of transposase IS66 - PF13005
K24082,2343,1485,-2.133290794131091,0,0,"LysR family transcriptional regulator, regulator of peptidoglycan recycling","LysR family transcriptional regulator, regulator of peptidoglycan recycling - K24082"
K23777,1521,1023,-2.1343763180759976,0,0,"TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity","TetR/AcrR family transcriptional regulator, regulator of cefoperazone and chloramphenicol sensitivity - K23777"
K07537,1115,773,-2.13451518903328,0,0,"cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100]","cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100] - K07537"
K01253,188,140,-2.134754929517114,4.267349164389153e-64,5.848627426179769e-64,microsomal epoxide hydrolase [EC:3.3.2.9],microsomal epoxide hydrolase [EC:3.3.2.9] - K01253
PF03992,564,408,-2.1347729327424676,4.988229331527796e-182,2.258802482873113e-181,Antibiotic biosynthesis monooxygenase,Antibiotic biosynthesis monooxygenase - PF03992
PF17676,60,45,-2.1350397645320704,9.788847618067795e-22,1.1818863314330296e-21,LD-carboxypeptidase C-terminal domain,LD-carboxypeptidase C-terminal domain - PF17676
K19736,2416,1526,-2.135242757548453,0,0,"TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness","TetR/AcrR family transcriptional regulator, regulator of autoinduction and epiphytic fitness - K19736"
K21469,222,165,-2.1353330638219905,3.2945536642660584e-75,4.841292473780639e-75,serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4],serine-type D-Ala-D-Ala carboxypeptidase [EC:3.4.16.4] - K21469
K06188,131,98,-2.1354185619782684,1.9312099330960886e-45,2.302189798844373e-45,aquaporin Z,aquaporin Z - K06188
PF03949,84,63,-2.1354799262441113,8.194181370929458e-30,1.0487649214693735e-29,"Malic enzyme, NAD binding domain","Malic enzyme, NAD binding domain - PF03949"
K04775,135,101,-2.1357499644902846,8.707457646794101e-47,1.0487481456263794e-46,protease YdgD [EC:3.4.21.-],protease YdgD [EC:3.4.21.-] - K04775
PF13564,135,101,-2.1357499644902846,8.707457646794101e-47,1.3369084014211961e-46,DoxX-like family,DoxX-like family - PF13564
PF07045,200,149,-2.136072938896609,3.825518302090427e-68,7.4179290615659954e-68,Domain of unknown function (DUF1330),Domain of unknown function (DUF1330) - PF07045
K16880,1102,766,-2.136335820044832,0,0,2-oxoglutaroyl-CoA hydrolase,2-oxoglutaroyl-CoA hydrolase - K16880
K14629,1341,916,-2.136859464445873,0,0,enoyl reductase,enoyl reductase - K14629
K07397,120,90,-2.137290144473729,6.394141161653815e-42,7.434840709905341e-42,putative redox protein,putative redox protein - K07397
K11745,128,96,-2.1377819656925214,1.3016503614279539e-44,1.5403272708013215e-44,glutathione-regulated potassium-efflux system protein KefC,glutathione-regulated potassium-efflux system protein KefC - K11745
K13779,1124,782,-2.139174776755026,0,0,isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57],isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57] - K13779
K10012,152,114,-2.1393675618482915,1.0887041162516441e-52,1.3699070889920183e-52,undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53],undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53] - K10012
K21962,1614,1083,-2.139494757594181,0,0,"TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase","TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase - K21962"
K13632,2660,1658,-2.1395342460391094,0,0,"AraC family transcriptional regulator, mar-sox-rob regulon activator","AraC family transcriptional regulator, mar-sox-rob regulon activator - K13632"
K02481,580,421,-2.1396548671480757,2.873937904182288e-188,7.079528295201621e-188,"two-component system, NtrC family, response regulator","two-component system, NtrC family, response regulator - K02481"
K18564,69,52,-2.1398402523561932,6.018889551949837e-25,6.403781363111277e-25,methyltransferase [EC:2.1.1.-],methyltransferase [EC:2.1.1.-] - K18564
K10719,187,140,-2.14007091395372,2.6598158861634554e-64,3.650413252372317e-64,juvenile hormone epoxide hydrolase,juvenile hormone epoxide hydrolase - K10719
PF00353,437,321,-2.1403584957985324,1.887219868133541e-144,6.839331909008138e-144,RTX calcium-binding nonapeptide repeat (4 copies),RTX calcium-binding nonapeptide repeat (4 copies) - PF00353
K13815,57,43,-2.140803125548052,6.615004728902962e-21,6.927633559670857e-21,"two-component system, response regulator RpfG","two-component system, response regulator RpfG - K13815"
K20036,1108,773,-2.1408856980991424,0,0,(methylthio)acryloyl-CoA hydratase [EC:4.2.1.155],(methylthio)acryloyl-CoA hydratase [EC:4.2.1.155] - K20036
K21839,968,683,-2.1415527556888065,2.484476698132704e-302,9.390384380564966e-302,2-haloacrylate reductase [EC:1.3.1.103],2-haloacrylate reductase [EC:1.3.1.103] - K21839
K13589,2828,1747,-2.14260049794765,0,0,"two-component system, cell cycle response regulator CpdR","two-component system, cell cycle response regulator CpdR - K13589"
K22318,1275,880,-2.1429715321913094,0,0,cis-3-alkyl-4-acyloxetan-2-one decarboxylase [EC:4.1.1.114],cis-3-alkyl-4-acyloxetan-2-one decarboxylase [EC:4.1.1.114] - K22318
PF00563,1141,796,-2.1436273330144027,0,0,EAL domain,EAL domain - PF00563
K04087,74,56,-2.144049378708482,8.237438077585788e-27,8.827967021731143e-27,modulator of FtsH protease HflC,modulator of FtsH protease HflC - K04087
PF10723,74,56,-2.144049378708482,8.237438077585788e-27,1.0299014345657581e-26,Replication regulatory protein RepB,Replication regulatory protein RepB - PF10723
PF13426,1573,1063,-2.144196098050021,0,0,PAS domain,PAS domain - PF13426
K05354,3813,2212,-2.144620684120068,0,0,tropinone reductase II [EC:1.1.1.236],tropinone reductase II [EC:1.1.1.236] - K05354
K01715,1108,776,-2.14516456823722,0,0,enoyl-CoA hydratase [EC:4.2.1.17],enoyl-CoA hydratase [EC:4.2.1.17] - K01715
PF13577,561,410,-2.1452686412006172,4.33755878880421e-184,1.9874061274935266e-183,SnoaL-like domain,SnoaL-like domain - PF13577
PF05227,131,99,-2.1455938183280048,3.6479745697536784e-46,5.556881918385439e-46,CHASE3 domain,CHASE3 domain - PF05227
PF07519,131,99,-2.1455938183280048,3.6479745697536784e-46,5.556881918385439e-46,Tannase and feruloyl esterase,Tannase and feruloyl esterase - PF07519
K08683,3770,2195,-2.145853084115074,0,0,3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178],3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178] - K08683
K13631,2803,1739,-2.1459135830320744,0,0,"AraC family transcriptional regulator, mar-sox-rob regulon activator","AraC family transcriptional regulator, mar-sox-rob regulon activator - K13631"
TIGR00654.1,103,78,-2.1459661652251074,9.561950200154688e-37,1.531006911818661e-36,PhzF family phenazine biosynthesis isomerase,PhzF family phenazine biosynthesis isomerase - TIGR00654.1
K12466,3673,2152,-2.1459808716445554,0,0,(+)-trans-carveol dehydrogenase [EC:1.1.1.275],(+)-trans-carveol dehydrogenase [EC:1.1.1.275] - K12466
K00081,3595,2117,-2.1460658776869073,0,0,carbonyl reductase 2 [EC:1.1.1.184],carbonyl reductase 2 [EC:1.1.1.184] - K00081
PF06224,58,44,-2.146294674419778,2.0059291394134265e-21,2.4194046681502543e-21,DNA glycosylase AlkZ-like,DNA glycosylase AlkZ-like - PF06224
K03331,3515,2081,-2.1463268741002155,0,0,L-xylulose reductase [EC:1.1.1.10],L-xylulose reductase [EC:1.1.1.10] - K03331
K17644,3109,1891,-2.146835317660437,0,0,norsolorinic acid ketoreductase [EC:1.1.1.349],norsolorinic acid ketoreductase [EC:1.1.1.349] - K17644
PF01817,87,66,-2.1469444165488447,2.298480821394292e-31,2.972923690478251e-31,Chorismate mutase type II,Chorismate mutase type II - PF01817
K19650,3658,2147,-2.147077403706498,0,0,secoisolariciresinol dehydrogenase [EC:1.1.1.331],secoisolariciresinol dehydrogenase [EC:1.1.1.331] - K19650
K18070,671,487,-2.1470936726792766,4.3769235848699073e-218,1.2037140753996977e-217,"MFS transporter, ACS family, phthalate transporter","MFS transporter, ACS family, phthalate transporter - K18070"
K18325,2652,1665,-2.1479370505254063,0,0,"AraC family of transcriptional regulator, multidrug resistance transcriptional activator","AraC family of transcriptional regulator, multidrug resistance transcriptional activator - K18325"
K17742,3513,2083,-2.1482123600584484,0,0,sorbose reductase [EC:1.1.1.289],sorbose reductase [EC:1.1.1.289] - K17742
K14613,184,139,-2.148946709567511,3.3888971706246896e-64,4.6459340351734044e-64,"MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter), member 1","MFS transporter, PCFT/HCP family, solute carrier family 46 (folate transporter), member 1 - K14613"
PF02878,100,76,-2.149377454637933,6.42781349644747e-36,8.7167605091929207e-36,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I","Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I - PF02878"
TIGR02116.1,100,76,-2.149377454637933,6.42781349644747e-36,1.013709684872073e-35,Txe/YoeB family addiction module toxin,Txe/YoeB family addiction module toxin - TIGR02116.1
K22250,829,596,-2.1502172227611824,3.664278165691209e-266,1.2201266658099452e-265,poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76],poly(3-hydroxyoctanoate) depolymerase [EC:3.1.1.76] - K22250
K07778,243,183,-2.1503268543850704,6.1485230302350345e-84,9.649577980387668e-84,"two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]","two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3] - K07778"
K11152,3274,1975,-2.150344987626074,0,0,retinol dehydrogenase 11 [EC:1.1.1.300],retinol dehydrogenase 11 [EC:1.1.1.300] - K11152
PF00884,448,332,-2.150440930127062,3.2454192121286225e-150,1.2278678875854707e-149,Sulfatase,Sulfatase - PF00884
TIGR00433.2,63,48,-2.1505489959526716,2.733675706816583e-23,3.57808723559924e-23,biotin synthase BioB,biotin synthase BioB - TIGR00433.2
NF033577.2,177,134,-2.1505997541824,5.1093554678648565e-62,1.4194533899134486e-61,IS481 family transposase,IS481 family transposase - NF033577.2
K22587,431,320,-2.1509790351545925,6.0157277342045515e-145,1.2792681313331802e-144,"Delta3,5-Delta2,4-dienoyl-CoA isomerase [EC:5.3.3.21]","Delta3,5-Delta2,4-dienoyl-CoA isomerase [EC:5.3.3.21] - K22587"
K00428,121,92,-2.1510383562566706,3.660655530487382e-43,4.290325976288511e-43,cytochrome c peroxidase [EC:1.11.1.5],cytochrome c peroxidase [EC:1.11.1.5] - K00428
K13244,939,670,-2.1513178481977944,1.5467086325747585e-298,5.7719201430211554e-298,c-di-GMP-specific phosphodiesterase [EC:3.1.4.52],c-di-GMP-specific phosphodiesterase [EC:3.1.4.52] - K13244
TIGR02744.1,80,61,-2.151727797682114,3.422716074001149e-29,4.9088184377554945e-29,type-F conjugative transfer system protein TrbI,type-F conjugative transfer system protein TrbI - TIGR02744.1
PF12833,2946,1820,-2.152888140328714,0,0,Helix-turn-helix domain,Helix-turn-helix domain - PF12833
K08151,3169,1929,-2.1530795406574756,0,0,"MFS transporter, DHA1 family, tetracycline resistance protein","MFS transporter, DHA1 family, tetracycline resistance protein - K08151"
K14472,696,507,-2.1530899697334656,1.124410982141198e-227,3.2325202058341677e-227,succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22],succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22] - K14472
K15312,1108,782,-2.1536782075466703,0,0,polyketide biosynthesis enoyl-CoA hydratase PksH,polyketide biosynthesis enoyl-CoA hydratase PksH - K15312
K16652,3312,1998,-2.15371715651948,0,0,decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333],decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase [EC:1.1.1.333] - K16652
K26749,1222,855,-2.153737782244774,0,0,"MFS transporter, AAHS family, 2,5-dihydroxybenzoate transporter","MFS transporter, AAHS family, 2,5-dihydroxybenzoate transporter - K26749"
K08217,2608,1650,-2.1537841401688453,0,0,"MFS transporter, DHA3 family, macrolide efflux protein","MFS transporter, DHA3 family, macrolide efflux protein - K08217"
K20082,110,84,-2.1547021907039023,1.2070547074928205e-39,1.3845464899505372e-39,O-methyltransferase StaMB [EC:2.1.1.139],O-methyltransferase StaMB [EC:2.1.1.139] - K20082
K07787,972,694,-2.154829735877994,1.278437929898717e-309,4.93252477113465e-309,copper/silver efflux system protein,copper/silver efflux system protein - K07787
K15090,3479,2078,-2.155091692452801,0,0,isopiperitenol dehydrogenase [EC:1.1.1.223],isopiperitenol dehydrogenase [EC:1.1.1.223] - K15090
K18936,1228,860,-2.1552925446091753,0,0,"MFS transporter, DHA2 family, multidrug resistance protein","MFS transporter, DHA2 family, multidrug resistance protein - K18936"
K16028,64,49,-2.155360742059134,8.284113742400592e-24,8.774712694996227e-24,O-methyltransferase,O-methyltransferase - K16028
PF13392,64,49,-2.155360742059134,8.284113742400592e-24,1.0133752619060862e-23,HNH endonuclease,HNH endonuclease - PF13392
PF02421,64,49,-2.155360742059134,8.284113742400592e-24,1.0133752619060862e-23,Ferrous iron transport protein B,Ferrous iron transport protein B - PF02421
K11914,628,461,-2.1555326408706703,9.116277058164023e-208,2.4181311179706262e-207,sigma-54 dependent transcriptional regulator,sigma-54 dependent transcriptional regulator - K11914
K01743,81,62,-2.1555715035174394,1.0380621929384321e-29,1.1271932918984536e-29,carbonic anhydrase [EC:4.2.1.1],carbonic anhydrase [EC:4.2.1.1] - K01743
NF010255.1,81,62,-2.1555715035174394,1.0380621929384321e-29,1.509417989385346e-29,conjugation system SOS inhibitor PsiB,conjugation system SOS inhibitor PsiB - NF010255.1
K08173,1067,757,-2.1559410376121075,0,0,"MFS transporter, MHS family, metabolite:H+ symporter","MFS transporter, MHS family, metabolite:H+ symporter - K08173"
K25316,127,97,-2.155956330766292,1.5190784537131075e-45,1.8126149383357734e-45,amino-acid racemase [EC:5.1.1.10],amino-acid racemase [EC:5.1.1.10] - K25316
K16269,3441,2062,-2.1561221798133268,0,0,"cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119]","cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119] - K16269"
K10679,77,59,-2.156462117567818,2.299839172940766e-28,2.480636351084936e-28,nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34],nitroreductase / dihydropteridine reductase [EC:1.-.-.- 1.5.1.34] - K10679
K18353,160,122,-2.1565684535938803,7.783190106925241e-57,1.012947402689231e-56,vancomycin resistance protein VanJ,vancomycin resistance protein VanJ - K18353
PF02016,60,46,-2.1566696846236497,1.8412353457469724e-22,2.230025916668518e-22,LD-carboxypeptidase N-terminal domain,LD-carboxypeptidase N-terminal domain - PF02016
TIGR02516.1,60,46,-2.1566696846236497,1.8412353457469724e-22,2.3729592243958676e-22,type III secretion system outer membrane ring subunit SctC,type III secretion system outer membrane ring subunit SctC - TIGR02516.1
K22650,1057,751,-2.1566947568964414,0,0,"LuxR family transcriptional regulator, regulator of transport and utilization of aryl beta-glucosides","LuxR family transcriptional regulator, regulator of transport and utilization of aryl beta-glucosides - K22650"
K17738,3591,2132,-2.1567997089561315,0,0,D-arabinitol 2-dehydrogenase [EC:1.1.1.250],D-arabinitol 2-dehydrogenase [EC:1.1.1.250] - K17738
K25494,328,247,-2.1571201024592805,6.163037386152596e-113,1.1482325606343825e-112,"MFS transporter, CP family, 2-nitroimidazole transporter","MFS transporter, CP family, 2-nitroimidazole transporter - K25494"
K26066,3497,2090,-2.157481049864379,0,0,D-xylose/L-arabinose reductase (NADPH) [EC:1.1.1.431 1.1.1.-],D-xylose/L-arabinose reductase (NADPH) [EC:1.1.1.431 1.1.1.-] - K26066
TIGR01524.1,73,56,-2.1574830478322315,5.097570025776506e-27,7.128102086044148e-27,magnesium-translocating P-type ATPase,magnesium-translocating P-type ATPase - TIGR01524.1
K03184,366,275,-2.1579453206234276,1.6790980445185503e-125,3.273228107025652e-125,3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60],3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60] - K03184
K07636,1782,1200,-2.1579882762262086,0,0,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]","two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3] - K07636"
K07714,544,403,-2.1580835554996987,1.946455018565521e-182,4.697757461675243e-182,"two-component system, NtrC family, response regulator AtoC","two-component system, NtrC family, response regulator AtoC - K07714"
PF07369,229,174,-2.158282593442778,2.691575151122098e-80,5.9661536985273224e-80,Protein of unknown function (DUF1488),Protein of unknown function (DUF1488) - PF07369
K24699,632,465,-2.158294474334484,6.958118827012425e-210,1.8545108613985218e-209,"TetR/AcrR family transcriptional regulator, regulator of mycofactocin system","TetR/AcrR family transcriptional regulator, regulator of mycofactocin system - K24699"
K26148,86,66,-2.1583838287416626,1.4211039674171545e-31,1.5562844235349025e-31,c-di-GMP phosphodiesterase [EC:3.1.4.52],c-di-GMP phosphodiesterase [EC:3.1.4.52] - K26148
PF07362,86,66,-2.1583838287416626,1.4211039674171545e-31,1.8422011809765902e-31,Post-segregation antitoxin CcdA,Post-segregation antitoxin CcdA - PF07362
K14743,145,111,-2.159466229227983,5.754810406745902e-52,7.203221823789921e-52,membrane-anchored mycosin MYCP [EC:3.4.21.-],membrane-anchored mycosin MYCP [EC:3.4.21.-] - K14743
K23738,3515,2102,-2.1598679192909165,0,0,cyclohexane-1-carbonyl-CoA reductase (NADP+) [EC:1.3.1.120],cyclohexane-1-carbonyl-CoA reductase (NADP+) [EC:1.3.1.120] - K23738
